id,name,flight_number,date_utc,success,rocket_id,launchpad_id,details,upcoming
5eb87cd9ffd86e000604b32a,FalconSat,1,2006-03-24T22:30:00.000Z,False,5e9d0d95eda69955f709d1eb,5e9e4502f5090995de566f86,Engine failure at 33 seconds and loss of vehicle,False
5eb87cdaffd86e000604b32b,DemoSat,2,2007-03-21T01:10:00.000Z,False,5e9d0d95eda69955f709d1eb,5e9e4502f5090995de566f86,"Successful first stage burn and transition to second stage, maximum altitude 289 km, Premature engine shutdown at T+7 min 30 s, Failed to reach orbit, Failed to recover first stage",False
5eb87cdbffd86e000604b32c,Trailblazer,3,2008-08-03T03:34:00.000Z,False,5e9d0d95eda69955f709d1eb,5e9e4502f5090995de566f86,Residual stage 1 thrust led to collision between stage 1 and stage 2,False
5eb87cdbffd86e000604b32d,RatSat,4,2008-09-28T23:15:00.000Z,True,5e9d0d95eda69955f709d1eb,5e9e4502f5090995de566f86,"Ratsat was carried to orbit on the first successful orbital launch of any privately funded and developed, liquid-propelled carrier rocket, the SpaceX Falcon 1",False
5eb87cdcffd86e000604b32e,RazakSat,5,2009-07-13T03:35:00.000Z,True,5e9d0d95eda69955f709d1eb,5e9e4502f5090995de566f86,,False
5eb87cddffd86e000604b32f,Falcon 9 Test Flight,6,2010-06-04T18:45:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,,False
5eb87cdeffd86e000604b330,COTS 1,7,2010-12-08T15:43:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,,False
5eb87cdfffd86e000604b331,COTS 2,8,2012-05-22T07:44:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Launch was scrubbed on first attempt, second launch attempt was successful",False
5eb87ce0ffd86e000604b332,CRS-1,9,2012-10-08T00:35:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"CRS-1 successful, but the secondary payload was inserted into abnormally low orbit and lost due to Falcon 9 boost stage engine failure, ISS visiting vehicle safety rules, and the primary payload owner's contractual right to decline a second ignition of the second stage under some conditions.",False
5eb87ce1ffd86e000604b333,CRS-2,10,2013-03-01T19:10:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,Last launch of the original Falcon 9 v1.0 launch vehicle,False
5eb87ce1ffd86e000604b334,CASSIOPE,11,2013-09-29T16:00:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,"Commercial mission and first Falcon 9 v1.1 flight, with improved 13-tonne to LEO capacity. Following second-stage separation from the first stage, an attempt was made to perform an ocean touchdown test of the discarded booster vehicle. The test provided good test data on the experiment-its primary objective-but as the booster neared the ocean, aerodynamic forces caused an uncontrollable roll. The center engine, depleted of fuel by centrifugal force, shut down resulting in the impact and destruction of the vehicle.",False
5eb87ce2ffd86e000604b335,SES-8,12,2013-12-03T22:41:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,First GTO launch for Falcon 9,False
5eb87ce3ffd86e000604b336,Thaicom 6,13,2014-01-06T18:06:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,Second GTO launch for Falcon 9. The USAF evaluated launch data from this flight as part of a separate certification program for SpaceX to qualify to fly U.S. military payloads and found that the Thaicom 6 launch had 'unacceptable fuel reserves at engine cutoff of the stage 2 second burnoff',False
5eb87ce4ffd86e000604b337,CRS-3,14,2014-04-18T19:25:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Following second-stage separation, SpaceX conducted a second controlled-descent test of the discarded booster vehicle and achieved the first successful controlled ocean touchdown of a liquid-rocket-engine orbital booster. Following touchdown the first stage tipped over as expected and was destroyed. This was the first Falcon 9 booster to fly with extensible landing legs and the first Dragon mission with the Falcon 9 v1.1 launch vehicle.",False
5eb87ce4ffd86e000604b338,OG-2 Mission 1,15,2014-07-14T15:15:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Total payload mass was 1,316 kg (2,901 lb) : 6 satellites weighing 172 kg each, plus two 142-kg mass simulators. This was the second Falcon 9 booster equipped with landing legs. Following second-stage separation, SpaceX conducted a controlled-descent test of the first stage, which successfully decelerated from hypersonic velocity in the upper atmosphere, made reentry and landing burns, deployed its legs and touched down on the ocean surface. As with the previous mission, the first stage then tipped over as expected and was not recovered.",False
5eb87ce5ffd86e000604b339,AsiaSat 8,16,2014-08-05T08:00:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,,False
5eb87ce6ffd86e000604b33a,AsiaSat 6,17,2014-09-07T05:00:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,,False
5eb87ce7ffd86e000604b33b,CRS-4,18,2014-09-21T05:52:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,,False
5eb87ce8ffd86e000604b33c,CRS-5,19,2015-01-10T09:47:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Following second stage separation, SpaceX performed a test flight which attempted to return the first stage of the Falcon 9 through the atmosphere and land it on an approximately 90-by-50-meter (300 ft x 160 ft) floating platform-called the autonomous spaceport drone ship. Many of the test objectives were achieved, including precision control of the rocket's descent to land on the platform at a specific point in the Atlantic ocean, and a large amount of test data was obtained from the first use of grid fin control surfaces used for more precise reentry positioning. The grid fin control system ran out of hydraulic fluid a minute before landing and the landing itself resulted in a crash.",False
5eb87ceaffd86e000604b33d,DSCOVR,20,2015-02-11T23:03:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,First launch under USAF's OSP 3 launch contract. First SpaceX launch to put a satellite to an orbit with an orbital altitude many times the distance to the Moon: Sun-Earth libration point L1. The first stage made a test flight descent to an over-ocean landing within 10 m (33 ft) of its intended target.,False
5eb87ceaffd86e000604b33e,ABS-3A / Eutelsat 115W B,21,2015-03-02T03:50:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"The launch was Boeing's first-ever conjoined launch of a lighter-weight dual-commsat stack that was specifically designed to take advantage of the lower-cost SpaceX Falcon 9 launch vehicle. Per satellite, launch costs were less than $30 million. The ABS satellite reached its final destination ahead of schedule and started operations on September 10.",False
5eb87cecffd86e000604b33f,CRS-6,22,2015-04-14T20:10:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Following the first-stage boost, SpaceX attempted a controlled-descent test of the first stage. The first stage contacted the ship, but soon tipped over due to excess lateral velocity caused by a stuck throttle valve resulting in a later-than-intended downthrottle.",False
5eb87cedffd86e000604b340,TürkmenÄlem 52°E / MonacoSAT,23,2015-04-27T23:03:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,,False
5eb87ceeffd86e000604b341,CRS-7,24,2015-06-28T14:21:00.000Z,False,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Launch performance was nominal until an overpressure incident in the second-stage LOX tank, leading to vehicle breakup at T+150 seconds. The Dragon capsule survived the explosion but was lost upon splashdown because its software did not contain provisions for parachute deployment on launch vehicle failure.",False
5eb87cefffd86e000604b342,OG-2 Mission 2,25,2015-12-22T01:29:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Total payload mass was 2,034 kg (4,484 lb) : 11 satellites weighing 172 kg each, plus a 142-kg mass simulator. This was the first launch of the upgraded v1.1 variant (later called Falcon 9 Full Thrust), with a 30 percent power increase. Orbcomm had originally agreed to be the third flight of the enhanced-thrust rocket, but the change to the maiden flight position was announced in October 2015. SpaceX received a permit from the FAA to land the booster on solid ground at Cape Canaveral, and succeeded.",False
5eb87cf0ffd86e000604b343,Jason 3,26,2016-01-17T15:42:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,"First launch of NASA and NOAA joint science mission under the NLS II launch contract (not related to NASA CRS or USAF OSP3 contracts). Last launch of the original Falcon 9 v1.1 launch vehicle. The Jason-3 satellite was successfully deployed to target orbit. SpaceX again attempted a recovery of the first stage booster by landing on an autonomous drone ship; this time located in the Pacific Ocean. The first stage did achieve a soft-landing on the ship, but a lockout on one of the landing legs failed to latch, so that the booster fell over and exploded.",False
5eb87cf2ffd86e000604b344,SES-9,27,2016-03-04T23:35:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Second launch of the enhanced Falcon 9 Full Thrust launch vehicle. Following the launch, SpaceX attempted an experimental landing test to a drone ship, although a successful landing was not expected because launch mass exceeded previously indicated limit for a GTO there was little fuel left. As predicted, booster recovery failed: the spent first stage 'landed hard', but the controlled-descent, atmospheric re-entry and navigation to the drone ship were successful and returned significant test data on bringing back high-energy Falcon 9s.",False
5eb87cf3ffd86e000604b345,CRS-8,28,2016-04-08T20:43:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Dragon carried over 1500 kg of supplies and delivered (stowed in its trunk) the inflatable Bigelow Expandable Activity Module (BEAM) to the ISS for two years of in-orbit tests. The rocket's first stage landed smoothly on SpaceX's autonomous spaceport drone ship 9 minutes after liftoff, making this the first ever successful landing of a rocket booster on a ship at sea as part of an orbital launch. The first stage B1021 was later also the first orbital booster to be used again, when launching SES-10 on March 30, 2017.",False
5eb87cf5ffd86e000604b346,JCSAT-2B,29,2016-05-06T05:21:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Launched the JCSAT 14 communications satellite for Tokyo-based SKY Perfect JSAT Corp. JCSAT 14 will support data networks, television broadcasters and mobile communications users in Japan, East Asia, Russia, Oceania, Hawaii and other Pacific islands. This was the first time a booster successfully landed after a GTO mission.",False
5eb87cf6ffd86e000604b347,Thaicom 8,30,2016-05-27T21:39:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Manufactured by Orbital ATK, the 3,100-kilogram (6,800 lb) Thaicom 8 communications satellite will serve Thailand, India and Africa from the 78.5° East geostationary location. It is equipped with 24 active Ku-band transponders.",False
5eb87cf8ffd86e000604b348,ABS-2A / Eutelsat 117W B,31,2016-06-15T14:29:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"One year after pioneering this technique on flight 16, Falcon again launched two Boeing 702SP gridded ion thruster satellites in a dual-stack configuration, with the two customers sharing the rocket and mission costs. First stage landing attempt on drone ship failed on landing due to low thrust on one of the three landing engines.",False
5eb87cf9ffd86e000604b349,CRS-9,32,2016-07-18T04:45:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"Among other cargo, an International Docking Adapter (IDA-2) was carried to the ISS. This mission had a successful first-stage landing at Cape Canaveral.*Including the reusable Dragon Capsule, total payload to orbit was 6457 kg.",False
5eb87cfaffd86e000604b34a,JCSAT-16,33,2016-08-14T05:26:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"First attempt to touch down from a ballistic trajectory using a single-engine landing burn. All previous landings from a ballistic trajectory had fired three engines on the landing-burn, which provided more braking force, but subjected the vehicle to greater structural stresses. The single-engine landing burn takes more time and fuel, but puts less stress on the vehicle.",False
5eb87cfbffd86e000604b34b,Amos-6,34,2016-09-01T13:07:00.000Z,False,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"The rocket and Amos-6 payload were lost in a launch pad explosion on September 1, 2016 during propellant fill prior to a static fire test. The pad was clear of personnel and there were no injuries.",False
5eb87cfdffd86e000604b34c,Iridium NEXT Mission 1,35,2017-01-14T17:54:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,"Return-to-flight mission after the loss of Amos-6 in September 2016. Iridium NEXT will replace the original Iridium constellation, launched in the late 1990s. Each Falcon mission will carry 10 satellites, with a goal to complete deployment of the 66 plus 9 spare satellite constellation by mid 2018. The first two Iridium qualification units were supposed to ride a Dnepr rocket in April 2016 but were delayed, so Iridium decided to qualify the first batch of 10 satellites instead.",False
5eb87cfeffd86e000604b34d,CRS-10,36,2017-02-19T14:39:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"First Falcon 9 flight from the historic LC-39A launchpad at Kennedy Space Center, carrying supplies and materials to support dozens of science and research investigations scheduled during ISS Expeditions 50 and 51. The first stage returned to launch site and landed at LZ-1.",False
5eb87cfeffd86e000604b34e,EchoStar 23,37,2017-03-16T06:00:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"Communications satellite for EchoStar Corp. EchoStar XXIII, based on a spare platform from the cancelled CMBStar 1 satellite program, will provide direct-to-home television broadcast services over Brazil. There was no attempt at a first-stage recovery so this rocket did not have landing legs or grid fins.",False
5eb87d00ffd86e000604b34f,SES-10,38,2017-03-30T22:27:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"First payload to fly on a reused first stage, B1021, previously launched with CRS-8, which also landed a second time. In what is also a first, the payload fairing remained intact after a successful splashdown achieved with thrusters and a steerable parachute.",False
5eb87d01ffd86e000604b350,NROL-76,39,2017-05-01T11:15:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"First launch under SpaceX's certification for national security space missions, which allows SpaceX to contract launch services for classified payloads. Second-stage speed and altitude telemetry were omitted from the launch webcast, which displayed first-stage telemetry instead, with continuous tracking of the booster from liftoff to landing for the first time.",False
5eb87d01ffd86e000604b351,Inmarsat-5 F4,40,2017-05-15T23:21:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"At 6,070 kg this was the heaviest payload launched to GTO by a Falcon 9 rocket. The launch was originally scheduled for the Falcon Heavy, but performance improvements allowed the mission to be carried out by an expendable Falcon 9 instead.",False
5eb87d03ffd86e000604b352,CRS-11,41,2017-06-03T21:07:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"This mission delivered the Neutron Star Interior Composition Explorer (NICER) to the ISS, along with the MUSES Earth imaging platform and ROSA solar array. For the first time, this mission launched a refurbished Dragon capsule, serial number C106 which first flew in September 2014 on the CRS-4 mission. Originally scheduled to launch on June 1, but was scrubbed due to inclement weather.",False
